"",gene_symbol,GSM1936737,GSM1936738,GSM1936739,GSM1936740,GSM1936741,GSM1936742,GSM1936743,GSM1936744,GSM1936745,GSM1936746,GSM1936747,GSM1936748,GSM1936749,GSM1936750,GSM1936751,GSM1936752,GSM1936753,GSM1936754
ENSG00000006282,SPATA20,1252.6571,1216.4563,1129.169,2214.3751,875.6964,893.6545,1057.0642,911.0738,1156.9742,1241.9451,785.457,801.0477,1675.0022,1646.5254,2593.1897,2458.7366,1135.0718,1202.9268
ENSG00000006283,CACNA1G,26.952,14.8304,9.1891,19.2409,17.1503,13.381,28.2284,10.6186,3.2389,2.1627,10.8298,18.4552,14.3933,17.2187,31.8615,35.4312,16.708,16.1763
ENSG00000006327,TNFRSF12A,5270.2044,5283.4731,7027.1844,13364.1212,7547.0838,7887.5761,7812.3951,7320.2655,7170.7859,7779.0732,9591.2304,9364.6033,5992.3937,5625.2184,15887.0856,17114.7126,7595.4424,8432.3315
ENSG00000006377,DLX6,0,0,0.6288,0,0,0,0,0,0,0,0,0,0,0,0,0,5.372,0.6344
ENSG00000006432,MAP3K9,75.9573,93.8944,50.8837,160.9341,65.55,56.5092,94.3757,73.7759,82.3821,44.7939,52.8662,49.2888,51.2511,70.491,82.5069,125.1101,48.1471,45.0553
ENSG00000006451,RALA,2753.659,2657.1249,2593.0213,5398.2474,3070.3824,3123.1056,3407.0079,3571.9912,3521.6872,4047.6075,3633.7517,3751.0484,2492.8472,2847.2593,7707.5044,8538.6448,2968.1328,3312.0632
ENSG00000006453,BAIAP2L1,1012.3249,1112.2601,1054.0292,2086.7494,592.4415,525.0207,966.9651,949.4876,923.6215,928.1042,647.8306,587.5841,1093.7074,1242.0233,1803.1124,2198.4269,772.4936,842.4388
ENSG00000006459,KDM7A,380.0269,355.1157,409.1814,677.6778,433.0212,532.0426,205.6406,178.3492,313.8501,212.1088,373.1375,532.1291,220.5118,243.8793,598.3923,767.4992,373.2619,445.3432
ENSG00000006468,ETV1,1357.583,1116.7082,890.9012,1686.9784,1328.086,1392.2868,1385.9894,1408.6593,1491.1201,1204.8729,1521.9558,1614.658,1952.274,2035.0125,3158.6107,4134.4207,1939.3642,2145.7232
ENSG00000006530,AGK,721.1913,625.6784,774.3748,1299.1717,809.4096,848.3516,707.0733,864.2785,975.0684,646.761,838.5342,938.6404,602.0539,729.4536,1478.6861,1666.6214,879.2127,1019.4808
ENSG00000006534,ALDH3B1,540.7159,545.8556,506.2325,1003.4535,406.4968,420.0596,594.5279,521.8953,657.5258,691.142,390.6533,432.3435,1240.5936,1246.286,2015.6362,2012.4455,897.207,895.9706
ENSG00000006555,TTC22,3.0299,4.1382,4.8683,9.4985,5.1253,2.7694,0.9164,5.2057,3.4034,10.9367,3.3334,4.8269,6.5969,4.7463,10.9114,9.8919,4.6205,4.3297
ENSG00000006576,PHTF2,3980.4778,3246.2106,2606.963,5202.9093,4032.3217,3948.9561,3365.9424,3609.1093,1692.0809,1478.2333,3103.3876,3389.7349,1324.6857,1534.6629,2694.5342,3267.7404,2044.8074,2268.4664
ENSG00000006606,CCL26,7.3567,12.9999,10.9776,15.8446,6.0181,5.9199,9.1955,9.887,4.9087,13.6206,7.0899,5.9425,3.0824,5.0415,7.9768,10.9271,5.0717,6.8439
ENSG00000006607,FARP2,1438.2533,1352.9364,1022.3413,1910.1937,1502.1509,1496.147,1353.428,1480.7012,1258.6249,982.8536,1377.9198,1538.9448,1335.78,1785.8128,2048.9408,2132.9397,1335.2004,1742.1195
ENSG00000006611,USH1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006625,GGCT,480.1006,498.7778,397.016,746.8742,477.9483,478.0186,681.1159,685.9791,415.8513,507.3016,548.4053,579.2596,431.541,514.127,788.3259,944.1014,404.3474,475.1458
ENSG00000006634,DBF4,424.4741,438.6892,275.0381,674.6609,398.2028,455.6682,892.7303,858.1791,459.1457,410.401,628.617,592.5111,432.5301,446.4244,506.9925,912.8641,354.1779,353.7111
ENSG00000006638,TBXA2R,141.1144,178.2257,236.1231,470.9689,148.1179,132.2192,159.2331,168.2345,196.5051,230.6296,128.507,139.1566,251.0561,260.3316,466.4297,541.2999,216.3714,217.7489
ENSG00000006652,IFRD1,1750.1377,1574.5409,1826.4567,3792.1756,1449.852,1506.9528,1807.4753,1825.6455,1685.2246,1821.7884,1597.3465,1591.9081,1435.8326,1512.9599,4057.769,5389.8088,1502.6093,1628.4294
ENSG00000006659,LGALS14,0.9866,0.9612,0,1.8975,1.8766,0.9505,0.9677,0,0.9431,0,0,0.9478,0.9681,0.9623,0,3.8563,0,0.9438
ENSG00000006695,COX10,483.8356,396.247,443.9568,1006.5724,635.86,638.9159,458.8903,425.7497,457.2997,467.4464,523.118,474.3174,499.3334,550.3248,938.7058,1009.006,677.306,707.7318
ENSG00000006704,GTF2IRD1,686.7251,838.3192,763.881,1715.7676,331.4342,395.181,874.8066,818.4302,805.2792,854.6125,355.3948,557.4605,1088.6994,1196.4693,1883.2629,2685.5668,774.666,1049.9087
ENSG00000006712,PAF1,1826.703,1756.2809,1448.7791,2917.7351,1784.4583,1765.4579,2279.4603,2268.2154,1950.9637,2132.6691,1851.5066,1961.6135,2307.9509,2385.7833,3716.2424,3994.4532,1965.0876,1942.461
ENSG00000006715,VPS41,2143.4674,2108.5414,1667.9712,3506.8713,1968.1691,1904.7635,1674.4418,1703.4248,2165.2648,1714.167,1618.3622,1552.5637,1811.9493,2176.5114,3083.8453,3455.4768,1377.2769,1845.5315
ENSG00000006740,ARHGAP44,79.137,85.6324,90.5068,234.2182,105.8181,152.4374,100.0243,86.8427,94.3763,86.137,96.3917,89.2409,175.1518,183.7599,381.2837,426.7582,194.6488,202.5087
ENSG00000006744,ELAC2,1924.8968,1977.3202,2039.8075,4323.5246,1973.0087,1966.7712,2516.9302,2751.4673,3040.4767,2958.9914,2487.0313,2526.8769,2088.4663,2360.4003,5053.0372,5306.6785,2202.9208,2144.5401
ENSG00000006747,SCIN,25.7658,30.2471,95.9647,145.4106,146.9897,149.4835,29.5228,101.6002,60.5353,71.616,105.3518,74.8272,30.0575,20.2277,114.6846,110.4846,132.0676,180.9632
ENSG00000006756,ARSD,555.6858,558.5774,718.3218,1470.9643,467.0884,540.4631,507.0722,594.399,795.4365,665.0915,418.6463,524.3204,571.983,724.9301,1505.3399,1577.2253,586.8571,699.5568
ENSG00000006757,PNPLA4,294.4548,258.8376,145.4424,354.658,245.8892,213.0814,289.7878,229.2963,200.5702,266.0725,227.9627,199.7398,310.8081,303.0242,369.3989,294.1332,202.0051,240.0628
ENSG00000006788,MYH13,0,1.0608,0,0,0,1.0043,0,1.0075,0,0,1.0017,0,0,1.0038,1.0051,0,0,0
ENSG00000006831,ADIPOR2,2228.4415,2116.0424,2194.9075,4215.3665,1939.0508,1889.45,2333.514,2422.7755,2341.4617,2262.9686,1806.002,1888.6669,1897.8039,2326.4059,4074.5141,4510.0745,1912.8467,2223.1177
ENSG00000006837,CDKL3,64.6298,47.1708,53.4191,98.8832,29.8582,56.8766,65.1819,50.2557,33.482,35.7076,40.2857,40.1842,52.4706,60.1379,115.5656,97.9611,45.3552,52.7493
ENSG00000007001,UPP2,0,2.1995,1.9515,1.9761,0,1.1012,0,0.9928,0,0,0,0,0,0,0.9906,3.9296,0,0
ENSG00000007038,PRSS21,2.5961,0.5315,3.1568,5.0167,3.6418,2.0386,0.7962,1.0531,1.7381,0.2903,4.1635,0.5833,0.6002,0,2.3529,0.5852,0.5949,0.5785
ENSG00000007047,MARK4,1596.6045,1341.0193,1328.7112,2732.7433,1546.1335,1441.195,1206.7434,1239.0214,1476.2087,1298.8667,1152.1852,1143.8298,2123.8579,2198.3636,3591.9872,3753.2681,2016.909,2129.3766
ENSG00000007062,PROM1,8.1453,3.4743,3.9189,15.5328,1.9406,3.9201,5.6954,3.9309,3.8888,1.2614,2.5739,1.2579,3.9951,3.9686,7.0156,16.7182,1.2653,6.4191
ENSG00000007080,CCDC124,1305.5571,1342.1712,683.5156,1237.001,1067.8503,1021.4579,1380.4789,1224.6268,884.162,1010.5475,1042.57,1029.0546,1637.0798,1568.1873,1602.6231,1516.8018,1062.5834,1153.1867
ENSG00000007129,CEACAM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9933,0
ENSG00000007168,PAFAH1B1,6353.3941,6267.0098,7367.6624,13428.1333,6749.5571,6919.8344,6587.8414,6932.586,7895.8632,7104.87,6522.3979,7133.9761,5560.9517,6740.9514,13664.4652,15477.009,7101.2016,8150.8326
ENSG00000007171,NOS2,0,0,2.3113,13.2609,15.3227,24.229,0,1.1776,6.9634,4.6661,8.3728,13.8173,0,1.1748,13.9838,12.531,24.0341,16.701
ENSG00000007174,DNAH9,2.7056,1.1185,1.9673,2.3094,1.2769,2.0549,1.1357,1.0712,2.3084,1.2126,3.3255,1.1354,1.1369,1.0608,7.694,3.4976,3.5523,1.219
ENSG00000007202,KIAA0100,6589.2932,6155.7314,4472.1516,9378.1241,6209.3108,6495.5343,7598.491,8220.4062,6066.7225,6272.4828,6028.7118,6334.8821,7332.4092,8329.7973,12108.734,14704.0768,7879.094,8903.2416
ENSG00000007216,SLC13A2,0,0,0,0,1.0075,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007237,GAS7,2923.2594,2863.2136,1495.012,3188.918,1754.0316,1807.1345,1033.6477,1098.0045,620.0672,586.4182,827.1859,915.2419,1599.4042,1802.1099,2111.2193,2033.3714,1191.4917,1369.8824
ENSG00000007255,TRAPPC6A,108.4109,112.9319,98.9653,191.7586,69.1554,73.0564,35.8146,51.6899,54.6729,62.7337,50.0921,33.7402,120.1436,116.7714,204.3022,170.0079,77.591,91.2328
ENSG00000007264,MATK,0,6.304,1.1584,0.739,5.9629,0,4.7699,2.8678,0,5.6598,1.78,2.8157,1.188,1.1691,3.3634,1.1563,2.4623,1.7485
ENSG00000007306,CEACAM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007312,CD79B,0,0.8099,0.7268,6.7172,0,0,0,0,0.7943,3.4217,0,0,0,0.8074,7.0852,5.1378,0,0
ENSG00000007314,SCN4A,2.5494,1.7107,18.0391,5.0733,0.8512,0,0,0.8513,0.8386,1.6876,0,0,0,0,20.6547,5.0447,0.8403,0
ENSG00000007341,ST7L,410.2577,424.2295,457.3038,946.5408,452.0066,429.4018,445.6318,406.6312,507.7009,444.2067,501.2962,514.9389,390.4437,551.9355,1096.4918,1395.0357,466.6015,530.8016
ENSG00000007350,TKTL1,3.1669,0,0,0,0,0,0.3565,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007372,PAX6,32.2501,26.7205,16.745,51.2452,33.7915,21.7754,51.2659,27.545,18.7119,14.1197,40.0758,17.7705,24.3222,23.6521,31.2481,45.9692,13.1286,14.1425
ENSG00000007376,RPUSD1,522.855,537.1713,453.6459,916.3267,728.6815,692.3323,726.9754,654.8749,582.7065,656.7492,617.8733,723.5743,840.4404,810.969,1235.7364,1176.1815,744.1765,781.6416
ENSG00000007384,RHBDF1,2758.7956,2337.823,2623.2272,4452.8987,2300.9115,2304.9052,3268.2735,2830.1277,3116.2633,3415.1918,2650.8144,2699.6791,5155.0434,5296.0322,8337.8689,9442.2111,4585.847,4282.2902
ENSG00000007392,LUC7L,1124.885,1047.485,890.7606,1545.7949,1061.542,874.9776,1357.742,1326.5586,692.6961,819.6905,945.7357,930.4553,1314.4393,1293.0687,1870.4299,2193.7589,1052.9626,1165.2647
ENSG00000007402,CACNA2D2,18.2465,7.3067,6.9071,20.3048,7.6507,6.653,5.789,10.1737,4.6122,4.3177,2.8987,8.4973,7.1986,20.6254,35.8798,10.8003,14.2953,11.5368
ENSG00000007516,BAIAP3,16.0633,14.3364,23.3565,114.0447,30.4188,9.0191,7.3193,11.1309,33.2567,17.5461,6.4868,24.7214,27.1121,25.9842,64.5851,74.5083,16.9459,12.849
ENSG00000007520,TSR3,1198.3611,1198.0947,776.7205,1676.6271,1013.9683,1043.3924,1232.648,1294.9627,1127.8177,1220.8652,1029.1133,1088.4267,1580.9199,1465.2642,1963.2988,1975.4692,1084.7982,1121.0254
ENSG00000007541,PIGQ,926.4039,1016.8713,1043.57,2052.3191,1033.8556,1055.2814,1197.1453,920.9446,1485.4739,1289.5346,1100.7874,1129.9408,1453.8323,1463.8574,2626.8963,2715.552,1307.9333,1119.4527
ENSG00000007545,CRAMP1,1061.4355,1023.0247,883.6856,1680.7079,903.0777,806.4317,864.3127,813.5969,1108.7578,826.9612,833.916,753.5775,1059.3562,1161.1564,2011.2795,2300.1987,980.379,1145.2685
ENSG00000007866,TEAD3,3804.5209,3766.6499,3300.8551,6639.9824,2833.1757,2705.8293,2550.5486,2666.0094,2732.456,2874.0165,1985.3955,1963.1025,2882.6585,2937.3697,5059.4801,5510.5347,2234.5181,2319.4206
ENSG00000007908,SELE,0,0,2.1402,7.8646,0,0,0,0,2.1415,3.1808,0,0,0,0,13.0107,7.0278,0.909,0
ENSG00000007923,DNAJC11,2159.5779,1845.024,1716.8613,3502.8113,1857.2442,1990.2112,2248.7746,2220.3848,2523.9161,2378.0327,2089.8362,2189.7292,2360.8803,2425.545,4146.0937,4460.5655,2112.9022,2210.8717
ENSG00000007933,FMO3,14.0523,16.996,11.9279,28.307,17.4564,11.1433,9.5576,22.7324,6.0588,5.1377,11.9293,12.2233,13.0739,19.5277,13.4005,16.4687,13.3051,15.5303
ENSG00000007944,MYLIP,84.0164,79.9011,73.9703,132.7337,185.1447,215.8638,149.6458,140.49,189.6113,181.2417,199.1397,193.2417,320.9251,333.8471,935.5169,1159.4526,470.6445,510.8276
ENSG00000007952,NOX1,4.7432,18.3406,13.6377,20.1064,9.1789,11.3267,13.9167,18.2137,11.2491,4.4777,11.5346,6.7916,13.9469,16.1045,24.1933,28.1303,6.9151,15.9126
ENSG00000007968,E2F2,34.8287,30.1642,5.8366,31.8879,15.335,20.9958,82.0281,70.104,27.8994,22.9462,29.2315,33.6257,41.188,29.0652,55.0865,53.5798,17.2044,17.3726
ENSG00000008018,PSMB1,3922.0675,3685.6381,3454.5289,6919.6809,3547.2661,3439.7425,4496.7943,4254.0192,4289.3211,4801.5542,3932.2863,3975.7136,4047.2391,4193.0033,7338.036,7725.8507,3601.0796,3904.3064
ENSG00000008056,SYN1,156.62,152.5613,94.7701,195.7783,215.2923,216.7527,88.1379,96.3028,61.9959,76.3159,85.774,123.8448,228.3846,214.1969,183.0209,227.3634,267.5144,291.6743
ENSG00000008083,JARID2,1094.8603,1058.4723,1123.0243,2098.0417,1130.4301,1147.588,659.1085,653.9983,694.2673,621.8157,426.1277,481.5107,1100.0829,1244.8994,2595.0304,2882.226,1266.2848,1409.8222
ENSG00000008086,CDKL5,940.5693,1017.4494,981.8407,2206.4154,1675.5953,1782.4917,902.1641,1052.1692,1140.2815,999.0288,1502.6822,1543.8754,769.8821,1074.7858,1741.077,2185.4995,1387.7595,1554.3957
ENSG00000008118,CAMK1G,175.4464,147.3508,115.4141,281.2272,103.8952,77.0134,111.3331,124.5504,150.1251,102.3993,52.0194,47.6833,113.4567,127.3727,218.7879,269.0363,45.1617,58.0971
ENSG00000008128,CDK11A,418.657,249.7469,322.8722,682.6747,386.3349,324.1672,365.0799,276.6219,371.1244,365.7418,376.0962,441.9139,464.5133,476.4993,968.0929,930.0963,420.5327,418.0206
ENSG00000008130,NADK,1669.9863,1558.7134,1555.3872,3372.0069,1769.4661,1669.4874,1602.9676,1638.7104,1994.9525,2206.4527,1884.5497,1887.9284,2450.7219,2456.2486,5549.9325,5457.7353,2827.7327,3218.6898
ENSG00000008196,TFAP2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008197,TFAP2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008226,DLEC1,10.57,16.6048,10.7283,69.0282,3.759,16.8872,0.5691,0.9259,9.5248,3.6672,6.3914,0,19.1848,22.7803,15.4329,39.2732,16.5242,17.9083
ENSG00000008256,CYTH3,1725.98,1646.9834,1665.0189,3703.404,1018.8486,962.9765,1512.8496,1549.01,1907.7116,1836.8427,892.5427,1014.231,1874.1501,2087.2441,4045.7493,4494.1755,1122.776,1320.7571
ENSG00000008277,ADAM22,23.9088,28.8975,31.6848,50.2579,16.1253,13.8828,32.9025,20.8002,25.3773,19.2376,16.3019,31.9001,33.1084,25.1038,39.2939,35.6716,21.8409,29.7383
ENSG00000008282,SYPL1,3791.6523,3371.1998,3661.9039,7172.4915,4159.3926,4028.4387,4441.9622,4457.4854,4055.8176,4167.8128,4695.0351,4544.6059,4558.0986,5084.6218,10642.0848,12909.2298,5882.5753,5929.4723
ENSG00000008283,CYB561,1350.5076,1243.5596,1393.2616,2585.3521,1220.6686,1180.7067,980.3318,959.313,1352.0355,1332.9751,894.4258,882.1934,2051.5489,2076.4677,4050.9813,4209.5847,1741.0384,1758.8856
ENSG00000008294,SPAG9,3516.4972,3231.7089,2947.2802,5565.9253,4087.5949,3801.7651,3927.9327,4326.5936,3885.5566,3139.3388,3711.6083,4315.1175,3114.9265,3898.5708,5588.2029,7222.8921,4064.3317,4471.6579
ENSG00000008300,CELSR3,635.4919,397.0789,312.0267,879.6808,232.9224,253.5164,401.4816,160.4377,226.5639,224.8525,132.0975,139.3778,848.4499,1052.0093,690.2418,972.8501,286.9331,536.1666
ENSG00000008311,AASS,410.5491,337.2855,297.4191,568.3065,469.2738,433.3048,330.0111,330.9895,329.4499,288.8839,368.0801,380.964,425.5934,521.1037,638.3313,841.7596,575.27,589.3031
ENSG00000008323,PLEKHG6,6.4585,12.726,6.5369,13.1576,15.664,12.0275,3.1856,6.423,8.265,6.0041,9.0371,32.3512,21.0813,18.3147,34.9875,21.5238,43.7923,21.1797
ENSG00000008324,SS18L2,232.0209,220.2094,208.1138,401.4007,272.2578,249.0571,265.3547,237.0932,220.7286,259.5827,314.494,285.6247,254.2945,240.5886,419.2533,541.2309,286.644,362.3122
ENSG00000008382,MPND,219.3084,236.627,148.576,278.76,194.466,179.5985,230.8156,189.0976,153.1273,192.2772,166.5745,179.2835,219.57,277.1313,387.0952,322.7664,209.6405,271.1179
ENSG00000008394,MGST1,2531.6075,2165.3866,1748.8202,3334.2161,1890.2322,1792.8047,4387.4317,4020.6739,3075.2097,3392.7534,3187.1894,3337.0087,4578.155,4586.9697,6490.3309,7579.6791,3917.3001,4027.9817
ENSG00000008405,CRY1,1083.7531,1057.2102,802.4159,1451.4306,857.9016,809.7658,1237.3092,1091.798,739.5588,680.5293,738.0777,679.9759,805.351,901.1405,1298.1296,1519.2155,753.2108,933.7869
ENSG00000008438,PGLYRP1,0,0,0,2.9933,2.0155,1.992,2.0329,2.9955,1.9772,3.94,3.0356,0,0,2.0194,0,1.9936,1.0103,0.9887
ENSG00000008441,NFIX,4562.6019,4254.4409,3426.6136,7221.5925,3936.4596,4173.2345,3595.7781,3756.1341,5175.478,4232.0265,3601.8144,3586.2037,5331.4959,5784.2023,8003.4432,8298.9453,4139.1451,4486.5772
ENSG00000008513,ST3GAL1,7244.8114,6961.1033,7606.3287,16097.0845,5691.678,6087.4887,6747.7493,7227.4806,6692.6749,6279.9252,5407.8252,5682.5695,6120.3908,7381.0739,18315.1286,19081.9378,5834.7126,6503.6599
ENSG00000008516,MMP25,23.2442,29.1457,66.277,100.1705,31.2542,40.183,10.3446,15.0553,14.7886,27.4322,47.3539,26.1763,25.4481,24.6938,80.1978,111.7867,46.2398,60.5156
ENSG00000008517,IL32,2685.3405,2672.4354,3516.5298,7101.6802,3085.8391,3250.1355,2037.992,2049.314,3071.2929,3582.4852,2311.5475,2354.1479,1276.0291,1224.2962,5534.5515,5340.1238,1322.0365,1563.5322
ENSG00000008710,PKD1,6140.4144,5736.281,5821.717,10977.9335,4112.5588,4176.9253,5753.9106,4993.5788,5610.3243,5643.5627,4578.0153,4289.8921,6562.145,6144.8483,11874.7337,12698.4585,4406.4212,4227.5076
ENSG00000008735,MAPK8IP2,44.6823,48.6489,160.2634,262.2975,60.5971,64.5438,27.4037,18.6273,122.1118,150.5366,49.9805,40.9155,45.0274,47.3748,280.4564,247.3435,63.4798,62.5048
ENSG00000008838,MED24,2187.2557,1986.9561,1871.6333,3525.3509,2077.6671,1773.8366,2369.8125,2259.1974,2190.737,2338.1976,2044.8753,2116.5916,2448.9583,2620.2071,3932.3196,4501.5079,2368.7406,2079.5924
ENSG00000008853,RHOBTB2,892.778,850.7684,836.1261,1673.8351,789.59,954.8315,714.624,858.5237,930.6058,856.0988,831.712,717.9356,1035.3193,1064.5103,2026.5001,1891.0473,711.1415,775.639
ENSG00000008869,HEATR5B,1107.2149,941.8752,768.4656,1748.4631,797.9606,724.4401,1100.7247,1042.3734,803.4112,734.3499,675.1792,736.6551,956.5688,1201.5568,1626.4273,2312.4067,920.4006,862.3582
ENSG00000008952,SEC62,5053.191,4882.2673,5976.8059,12326.4115,6061.9116,5719.3393,4941.8129,5570.7065,5870.2889,5849.353,4875.3392,5272.7212,4928.0018,5814.7125,13226.5684,15410.4238,6284.8371,6989.8965
ENSG00000008988,RPS20,10483.1087,9656.6793,4771.7328,9701.6688,7829.3993,7565.3689,10881.5449,10128.9563,6437.9451,7508.355,8160.5543,8528.2172,11007.6938,11149.3996,11384.4166,12059.1668,7822.9862,8966.9678
ENSG00000009307,CSDE1,21737.5634,20893.1166,14785.9356,29347.8375,17957.8392,18241.0605,23441.1714,23740.271,19335.0956,17106.094,19087.1222,20085.0358,22999.8092,26481.348,29715.3709,35501.4333,19560.6506,21518.9892
ENSG00000009335,UBE3C,5444.0825,5092.1879,3208.4972,7361.4146,4191.2249,4452.5582,5366.9531,5968.5198,4193.8829,3821.0017,4938.6121,4975.0573,4838.2885,6086.6617,7591.9048,8522.0486,4129.0045,5127.9597
ENSG00000009413,REV3L,1524.2632,1615.7336,1468.3913,2564.5332,843.94,958.98,1785.2608,1614.9912,1532.7539,1790.4946,902.4548,1089.0481,2338.9335,2323.6217,3380.4172,4917.3093,1409.9392,1715.5928
ENSG00000009694,TENM1,41.5162,26.8972,10.8541,12.8071,16.6112,11.9637,71.4904,75.6912,32.4732,12.1188,48.6539,39.1429,77.2449,92.4902,105.5695,64.0396,54.6721,62.2828
ENSG00000009709,PAX7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003,0,0,0,0
ENSG00000009724,MASP2,27.2282,19.3264,19.8784,36.9842,14.5242,18.9151,54.0909,30.2385,17.722,20.7658,11.9523,19.9998,35.8778,39.149,35.4309,58.8052,26.9899,29.7249
ENSG00000009765,IYD,3.4825,5.8342,1.2202,11.2851,20.9496,3.3741,3.7551,0,3.0281,8.8751,8.3854,7.3226,4.4537,6.0213,15.5465,14.3404,5.2376,10.0416
ENSG00000009780,FAM76A,301.6602,215.6275,306.6315,683.5226,473.0977,477.6039,302.9952,268.7942,409.1241,342.0228,507.5475,493.076,293.84,343.3516,654.3326,978.1068,612.0374,654.6272
ENSG00000009790,TRAF3IP3,0.7537,0,2.7137,1.9693,1.6769,6.5842,0,1.528,1.2868,0,0.7613,2.0972,0,1.5065,10.4832,2.1719,6.7898,0.7432
ENSG00000009830,POMT2,1523.6583,1309.7965,2202.8906,4229.1908,1566.8825,1367.144,1848.6979,1537.8668,2128.3118,2137.2462,1540.5451,1652.3425,955.7616,1088.9356,3059.4761,3371.4418,1257.7391,1400.6222
ENSG00000009844,VTA1,1884.7056,1765.8286,1702.7025,3370.8352,1860.2301,1773.4214,2151.2438,2218.1832,2048.6796,1925.5068,1847.5218,1932.5606,2188.4742,2417.151,3620.4037,4359.4045,2051.9608,2360.3365
ENSG00000009950,MLXIPL,4.4231,1.0911,10.4613,23.7435,12.0316,8.106,10.7467,8.7142,5.2097,8.5726,7.3952,10.6134,2.7895,12.741,20.0541,31.4405,8.1959,16.4131
ENSG00000009954,BAZ1B,5155.3344,5014.3321,3756.7699,7921.5112,4175.2896,4296.7465,6083.4523,6500.9385,5449.6486,4829.0067,5076.6342,5188.3863,4675.9153,5965.2256,9215.5653,10806.5666,4245.5637,4693.7787
ENSG00000010017,RANBP9,2869.9053,2641.7195,2065.5952,4010.9749,2440.0475,2440.5746,2479.9595,2605.6437,1991.2433,2078.5951,1877.1872,1987.8083,2456.3144,2658.2124,3886.7128,4706.736,2298.7877,2523.8729
ENSG00000010030,ETV7,26.4368,26.1807,860.7641,1877.8788,1648.9421,1640.0847,31.9988,22.4587,1162.8631,1212.0409,1536.7181,1454.0942,101.8609,84.3619,3219.151,3371.1427,2286.5104,2494.4408
ENSG00000010072,SPRTN,480.7823,461.452,380.1713,781.571,448.0145,460.5452,547.1902,603.6131,376.0443,466.1022,447.2516,425.8526,433.654,486.5158,718.3416,933.5918,472.7076,539.4752
ENSG00000010165,METTL13,934.3007,947.3595,837.3238,1640.1828,1151.3805,1132.4583,1098.1236,1117.2165,951.0529,1038.9957,1153.9704,1237.3854,996.4791,1180.6103,1987.7075,2162.6228,1309.2449,1499.2837
ENSG00000010219,DYRK4,478.7663,476.2993,463.0479,940.5701,456.1467,462.1634,415.5842,372.0104,499.1435,520.8526,384.8267,374.8198,368.6069,376.1804,811.5656,857.2824,321.8343,356.9601
ENSG00000010244,ZNF207,5689.9086,5403.3445,5284.4819,10098.2384,7988.3538,7993.437,7009.8252,6794.3165,5868.6536,5756.6625,8412.0488,8566.9871,6085.0153,6657.3174,10939.1729,13200.4877,9446.2672,10278.1877
ENSG00000010256,UQCRC1,4863.1568,5138.1835,4215.2878,8513.5354,4014.0111,4079.0117,4923.1857,5057.7733,4260.5582,4623.7365,4242.291,4395.1977,4618.696,5416.8902,7906.9979,8412.2581,3839.4061,4325.0156
ENSG00000010270,STARD3NL,1803.0231,1728.0408,1873.882,3454.5294,1833.9877,1670.2432,2062.7723,1966.6308,1820.2741,1993.998,1898.4768,1897.1529,1848.8989,2050.0604,3744.1439,4416.5362,1887.9682,2042.0573
ENSG00000010278,CD9,5191.5734,4872.339,5662.1785,10901.1099,5714.5258,5546.2063,5014.1096,4853.1384,5195.8299,5600.1878,5046.0187,5343.3471,4011.3264,4111.6626,8830.8633,10031.3616,3995.0217,4333.1231
ENSG00000010282,HHATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2451,0.8069,0,0
ENSG00000010292,NCAPD2,3338.7476,3213.5965,1748.14,4024.0395,2225.1228,2210.9487,6250.5181,6487.5133,3576.248,3453.6883,4511.3697,4724.1327,3175.8775,3616.2495,4092.2436,5031.9578,2338.387,2523.7289
ENSG00000010295,IFFO1,779.9376,798.8678,817.4139,1504.2925,969.2382,943.6887,1042.5107,998.7406,899.9634,913.4639,1226.541,1293.2396,1496.5041,1493.3367,2057.4466,2412.7499,1449.8596,1447.3592
ENSG00000010310,GIPR,72.127,43.8203,39.7361,101.17,15.524,19.5371,34.3488,55.4955,69.5652,24.0666,24.0895,14.9441,65.1379,116.8843,91.0507,125.0369,41.9141,40.6794
ENSG00000010318,PHF7,77.3506,60.4267,43.706,98.2209,37.7347,31.1394,105.8059,92.9077,55.1293,60.6822,36.937,68.3621,79.2519,83.3725,86.5812,115.0749,36.1635,49.6483
